,ProductUrl,productTitle,productPrice,averageRating,reviewTitle,reviewDescription,reviewAuthor,reviewAt,reviewLikes,reviewDislikes,certifiedBuyer,reviewerLocation,scrapedAt,uniqId
64,https://www.flipkart.com/motorola-revou-q-139-cm-55-inch-qled-ultra-hd-4k-smart-android-tv-wireless-gamepad/p/itme7cd2f4611211,MOTOROLA Revou-Q 139 cm (55 inch) QLED Ultra HD (4K) Smart Android TV with Wireless Gamepad,"₹48,999",4.4,Very Good,"Bought it as a replacement for my damaged Motorola ZX Pro 55"" TV.Picture quality is better than ZX Pro. Better than VU Premium TV also. Upscaling of SD content is excellent. Design isn't bezel-less. There's a thin bezel which protrudes out. Sound quality is acceptable.There are following issues with the TV. 1. Prime videos does not play UHD+HDR contents (Example: The Tomorrow War movie). It'll play normal content, HDR contents and UHD content, but not those videos which are both HDR and ...",Ravikiran Upadya,4 months ago,32,6,True, Bhadravati,20/02/2022 02:03:44,25486502-32c1-5eb9-a5b8-88423434eaab
66,https://www.flipkart.com/motorola-revou-q-139-cm-55-inch-qled-ultra-hd-4k-smart-android-tv-wireless-gamepad/p/itme7cd2f4611211,MOTOROLA Revou-Q 139 cm (55 inch) QLED Ultra HD (4K) Smart Android TV with Wireless Gamepad,"₹48,999",4.4,Value-for-money,audio  quality and sound is awesome..remote and gamepad too .,vruthvik tn,3 months ago,6,0,True, Tumkur,20/02/2022 02:03:44,fd989157-54e9-5dfa-aaca-7b9ad66a4a37
67,https://www.flipkart.com/motorola-revou-q-139-cm-55-inch-qled-ultra-hd-4k-smart-android-tv-wireless-gamepad/p/itme7cd2f4611211,MOTOROLA Revou-Q 139 cm (55 inch) QLED Ultra HD (4K) Smart Android TV with Wireless Gamepad,"₹48,999",4.4,Best in the market!,Awesome picture quality and sound,Sohan Pant,1 month ago,0,0,True, Dehradun,20/02/2022 02:03:44,63f6e7d0-fdeb-5d08-9864-c1a404fccc25
68,https://www.flipkart.com/motorola-revou-q-139-cm-55-inch-qled-ultra-hd-4k-smart-android-tv-wireless-gamepad/p/itme7cd2f4611211,MOTOROLA Revou-Q 139 cm (55 inch) QLED Ultra HD (4K) Smart Android TV with Wireless Gamepad,"₹48,999",4.4,Good choice,Pros- good picture quality - MEMS does the job well- great sound qualityCons - Software experience is a bit laggy,Binu PV,1 month ago,0,0,True, Kottayam District,20/02/2022 02:03:44,3c702f3e-05f3-5559-bdf0-fd638b9aa08d
69,https://www.flipkart.com/motorola-revou-q-139-cm-55-inch-qled-ultra-hd-4k-smart-android-tv-wireless-gamepad/p/itme7cd2f4611211,MOTOROLA Revou-Q 139 cm (55 inch) QLED Ultra HD (4K) Smart Android TV with Wireless Gamepad,"₹48,999",4.4,Great product,Awesome picture quality & massive sound quality at very good price.,Mohd Ahmar,1 month ago,0,0,True, Lucknow,20/02/2022 02:03:44,bfe7d6b5-d0a4-5de0-a1f4-cce7c26e3bc8
70,https://www.flipkart.com/motorola-revou-q-139-cm-55-inch-qled-ultra-hd-4k-smart-android-tv-wireless-gamepad/p/itme7cd2f4611211,MOTOROLA Revou-Q 139 cm (55 inch) QLED Ultra HD (4K) Smart Android TV with Wireless Gamepad,"₹48,999",4.4,Worth the money,Best moto t v,Ragipindi Guravareddy ,1 month ago,0,0,True, Hanuman Junction,20/02/2022 02:03:44,0b0a7cae-a6d0-54aa-b3b8-26c127029839
71,https://www.flipkart.com/motorola-revou-q-127-cm-50-inch-qled-ultra-hd-4k-smart-android-tv-wireless-gamepad/p/itm57db835abfed9,MOTOROLA Revou-Q 127 cm (50 inch) QLED Ultra HD (4K) Smart Android TV with Wireless Gamepad,"₹44,999",4.4,Must buy!,Mind blowing,Flipkart Customer,4 months ago,7,2,True, Hyderabad,20/02/2022 02:03:44,3773b13a-7ecf-59bd-bcff-2ae51f1349b5
72,https://www.flipkart.com/motorola-revou-q-127-cm-50-inch-qled-ultra-hd-4k-smart-android-tv-wireless-gamepad/p/itm57db835abfed9,MOTOROLA Revou-Q 127 cm (50 inch) QLED Ultra HD (4K) Smart Android TV with Wireless Gamepad,"₹44,999",4.4,Terrific,Very good picture quality and audio,Sumil Patel,4 months ago,8,4,True, Bangalore,20/02/2022 02:03:44,842bcad8-11b2-59de-9495-01999bb0eaeb
73,https://www.flipkart.com/motorola-revou-q-127-cm-50-inch-qled-ultra-hd-4k-smart-android-tv-wireless-gamepad/p/itm57db835abfed9,MOTOROLA Revou-Q 127 cm (50 inch) QLED Ultra HD (4K) Smart Android TV with Wireless Gamepad,"₹44,999",4.4,Wonderful,It is overall good purchase with the exchange of old tvBut it has a color difference while with the angular viewing position,Gagan TM,4 months ago,9,6,True, Shimoga District,20/02/2022 02:03:44,f18a2db4-f31b-5f86-9a7f-cbc95d115bae
74,https://www.flipkart.com/motorola-revou-q-127-cm-50-inch-qled-ultra-hd-4k-smart-android-tv-wireless-gamepad/p/itm57db835abfed9,MOTOROLA Revou-Q 127 cm (50 inch) QLED Ultra HD (4K) Smart Android TV with Wireless Gamepad,"₹44,999",4.4,Must buy!,Good decision picture quality superb sound quality awesome connectivity simply no any doubt value for moneyBut after 2 days deeply inspect one hard scrathch on the screen,Puneet Srivastava,2 months ago,2,1,True, Hardoi,20/02/2022 02:03:44,b45f1bfb-00ab-5020-83b5-9ffa5315994f
75,https://www.flipkart.com/motorola-revou-q-127-cm-50-inch-qled-ultra-hd-4k-smart-android-tv-wireless-gamepad/p/itm57db835abfed9,MOTOROLA Revou-Q 127 cm (50 inch) QLED Ultra HD (4K) Smart Android TV with Wireless Gamepad,"₹44,999",4.4,Great product,Good Quality SatisfiedBuyed in only 43k qled value fpr money,Sunil Meena,3 months ago,3,1,True, Gangapur City,20/02/2022 02:03:44,6965fcd6-ea55-51c9-813d-50b35645fa82
76,https://www.flipkart.com/motorola-revou-q-127-cm-50-inch-qled-ultra-hd-4k-smart-android-tv-wireless-gamepad/p/itm57db835abfed9,MOTOROLA Revou-Q 127 cm (50 inch) QLED Ultra HD (4K) Smart Android TV with Wireless Gamepad,"₹44,999",4.4,Fair,"This is not qled.. Sound ok, connectivity problem.. Only 8 gb ram.. Picture clarity just led  quality.. Games connectivity is worst experience..",Ramachandra,3 months ago,2,1,True, Prakasam District,20/02/2022 02:03:44,d5ec30b5-41f4-5317-925d-53be575248dc
77,https://www.flipkart.com/motorola-revou-q-127-cm-50-inch-qled-ultra-hd-4k-smart-android-tv-wireless-gamepad/p/itm57db835abfed9,MOTOROLA Revou-Q 127 cm (50 inch) QLED Ultra HD (4K) Smart Android TV with Wireless Gamepad,"₹44,999",4.4,Awesome,Good experience with motorola tv... Good picture clarity and sound.,mubarak pasha,4 months ago,3,0,True, Bangalore,20/02/2022 02:03:44,54ce3df6-439d-51d4-ac15-5f6f8c96038a
78,https://www.flipkart.com/motorola-revou-q-127-cm-50-inch-qled-ultra-hd-4k-smart-android-tv-wireless-gamepad/p/itm57db835abfed9,MOTOROLA Revou-Q 127 cm (50 inch) QLED Ultra HD (4K) Smart Android TV with Wireless Gamepad,"₹44,999",4.4,Hated it!,"Just imagine a TV with no physical buttons, stop connecting to its remote? How frustrating it is? It has been 2-3 months and the remote randomly stops working after every couple of minutes .. this smart thing proves garbage to me.. I missed my old analogue TV which had far better connectivity to it's remote :(",D M Ji,2 months ago,6,9,True, Faridabad,20/02/2022 02:03:44,64fa1b3c-ae5e-5f09-9493-adeb8a41a54f
80,https://www.flipkart.com/motorola-revou-q-127-cm-50-inch-qled-ultra-hd-4k-smart-android-tv-wireless-gamepad/p/itm57db835abfed9,MOTOROLA Revou-Q 127 cm (50 inch) QLED Ultra HD (4K) Smart Android TV with Wireless Gamepad,"₹44,999",4.4,Fabulous!,"Picture quality is awesome ,,,super quality,,,but service should be improve more,,,and ok Google asking every time to pair ,,so some connectivity problem is there ,,, after update ,,I hope it will resolve",Yunas Khan,3 months ago,2,0,True, Bangalore,20/02/2022 02:03:44,16444530-784b-5f3a-9f28-6338531b59fb
81,https://www.flipkart.com/motorola-revou-q-127-cm-50-inch-qled-ultra-hd-4k-smart-android-tv-wireless-gamepad/p/itm57db835abfed9,MOTOROLA Revou-Q 127 cm (50 inch) QLED Ultra HD (4K) Smart Android TV with Wireless Gamepad,"₹44,999",4.4,Worth the money,I've been using it for almost a week here is my review of motorola revou qled 50 inch tv. The build of this Tv is very good  it comes with metal stands which looks stylish and premium. the thin bezel design gives the tv futuristic looks The panel is VA dled  with quantum filters which gives very beautiful picture quality it has enough briteness to view HDR contents  the 60w speakers are awesome  produce  good sound output  However the storage is very less around 7.3 gb of free space and the n...,Aravind ArborN,3 months ago,26,9,True, Kottayam District,20/02/2022 02:03:44,94ec726e-126c-5ab2-88cf-96ae0cb48972
83,https://www.flipkart.com/motorola-revou-q-127-cm-50-inch-qled-ultra-hd-4k-smart-android-tv-wireless-gamepad/p/itm57db835abfed9,MOTOROLA Revou-Q 127 cm (50 inch) QLED Ultra HD (4K) Smart Android TV with Wireless Gamepad,"₹44,999",4.4,Worth every penny,"One of the best QLED TV at this price range with such a superb specifications. I t is really difficult to find such specifications at this price range.JEEVES service person is knowledgeable with soft spoken & explained all the features of TV & how to save guard TV from damages. I also purchased compleat warranty via. Him.This review is just after 48 hrs of installation over all I am happy ,expecting similar services from JEEVES in future too.",Nitin Walhe,3 months ago,14,4,True, Navi Mumbai,20/02/2022 02:03:44,156f21d8-01c3-5352-a6e3-07225be72a18
84,https://www.flipkart.com/motorola-revou-q-127-cm-50-inch-qled-ultra-hd-4k-smart-android-tv-wireless-gamepad/p/itm57db835abfed9,MOTOROLA Revou-Q 127 cm (50 inch) QLED Ultra HD (4K) Smart Android TV with Wireless Gamepad,"₹44,999",4.4,Really Nice,TV is good picture quality is also good. Worth it QLED in this price range. But the only drawback is it does not have ARC or eARC hdmi port for the sound bar to connect. How to connect the soundbar now. My soundbar does not have optical slot. Overall quality and clarity is Good.,VARZDAD PATRAWALA,1 month ago,3,2,True, Navsari,20/02/2022 02:03:44,50b97cd3-f335-5177-8582-976810462cad
85,https://www.flipkart.com/motorola-revou-q-127-cm-50-inch-qled-ultra-hd-4k-smart-android-tv-wireless-gamepad/p/itm57db835abfed9,MOTOROLA Revou-Q 127 cm (50 inch) QLED Ultra HD (4K) Smart Android TV with Wireless Gamepad,"₹44,999",4.4,Slightly disappointed,"It is okay product but just after 10 days price reduce by 5K , which is really disgustingIt doesnot seem qled tv, it is normal led tvSound is not ao much effective as mentioned in description, it is just like good for nothing",Ravinder Sharma,3 months ago,19,35,True, New Delhi,20/02/2022 02:03:44,8ed9e90a-db6d-5204-930c-4c69cf846886
86,https://www.flipkart.com/motorola-revou-q-127-cm-50-inch-qled-ultra-hd-4k-smart-android-tv-wireless-gamepad/p/itm57db835abfed9,MOTOROLA Revou-Q 127 cm (50 inch) QLED Ultra HD (4K) Smart Android TV with Wireless Gamepad,"₹44,999",4.4,Highly recommended,"Very good TV. Didn't disappoint at all. I was initially worried about the comparison of Motorola TV vs standard and well proven brands like Sony, Samsung and LG. Because one could see other brands in showrooms and feel the experience. But after going through feedback online and also hearing from a friend who had used Motorola TV I went ahead and purchased this 55"" inch TV. Its sleek yet Audio (Dolby) is very good. No need of Home theatre if you have this TV.  Mainly display is good which is w...",Sreenivas KR,1 month ago,0,1,True, Bengaluru,20/02/2022 02:03:44,c73fa61e-bc08-53e3-9ab4-2c1a9afa6171
87,https://www.flipkart.com/motorola-revou-q-127-cm-50-inch-qled-ultra-hd-4k-smart-android-tv-wireless-gamepad/p/itm57db835abfed9,MOTOROLA Revou-Q 127 cm (50 inch) QLED Ultra HD (4K) Smart Android TV with Wireless Gamepad,"₹44,999",4.4,Best in the market!,It is really a super cool TV.. it feels like premium and value for money 💰.,Bharath Kumar Naidu,3 months ago,0,0,True, Vizianagaram,20/02/2022 02:03:44,185d1592-8f59-5b66-8959-46b7b83816b4
88,https://www.flipkart.com/motorola-revou-q-127-cm-50-inch-qled-ultra-hd-4k-smart-android-tv-wireless-gamepad/p/itm57db835abfed9,MOTOROLA Revou-Q 127 cm (50 inch) QLED Ultra HD (4K) Smart Android TV with Wireless Gamepad,"₹44,999",4.4,Excellent,"Earlier I have Samsung 4K 40' but Motorola give me totally different experience, picture & sound quality is superb.",Yogesh Dhakate,4 months ago,39,3,True, Nagpur,20/02/2022 02:03:44,d8129d8f-5bac-5314-9e03-80fe7f679ccc
89,https://www.flipkart.com/motorola-revou-q-127-cm-50-inch-qled-ultra-hd-4k-smart-android-tv-wireless-gamepad/p/itm57db835abfed9,MOTOROLA Revou-Q 127 cm (50 inch) QLED Ultra HD (4K) Smart Android TV with Wireless Gamepad,"₹44,999",4.4,Very Good,"Bought it as a replacement for my damaged Motorola ZX Pro 55"" TV.Picture quality is better than ZX Pro. Better than VU Premium TV also. Upscaling of SD content is excellent. Design isn't bezel-less. There's a thin bezel which protrudes out. Sound quality is acceptable.There are following issues with the TV. 1. Prime videos does not play UHD+HDR contents (Example: The Tomorrow War movie). It'll play normal content, HDR contents and UHD content, but not those videos which are both HDR and ...",Ravikiran Upadya,4 months ago,32,6,True, Bhadravati,20/02/2022 02:03:44,9cdb7898-d166-50ba-bfe6-7eb750024097
90,https://www.flipkart.com/motorola-revou-q-127-cm-50-inch-qled-ultra-hd-4k-smart-android-tv-wireless-gamepad/p/itm57db835abfed9,MOTOROLA Revou-Q 127 cm (50 inch) QLED Ultra HD (4K) Smart Android TV with Wireless Gamepad,"₹44,999",4.4,Value-for-money,audio  quality and sound is awesome..remote and gamepad too .,vruthvik tn,3 months ago,6,0,True, Tumkur,20/02/2022 02:03:44,62c84240-dcb6-5d2d-8f08-7b7054e1b467
91,https://www.flipkart.com/motorola-revou-q-127-cm-50-inch-qled-ultra-hd-4k-smart-android-tv-wireless-gamepad/p/itm57db835abfed9,MOTOROLA Revou-Q 127 cm (50 inch) QLED Ultra HD (4K) Smart Android TV with Wireless Gamepad,"₹44,999",4.4,Classy product,"Tv so far so good, dolby vision is good, hd videos are a bit normal and occasionally you will find pixel breakage, sound is a bit good, for 50k, it's a good purchase but got to wait and see for its reliability, Initial experience is satisfactory when you look for cost effective alternative for sony samsung and lg",Vignesh Kamaraj,3 months ago,1,6,True, Kanpur,20/02/2022 02:03:44,93c2186e-f39e-594d-8016-447340fe5643
92,https://www.flipkart.com/motorola-revou-q-127-cm-50-inch-qled-ultra-hd-4k-smart-android-tv-wireless-gamepad/p/itm57db835abfed9,MOTOROLA Revou-Q 127 cm (50 inch) QLED Ultra HD (4K) Smart Android TV with Wireless Gamepad,"₹44,999",4.4,Just okay,Viewing angles are bad. Colors start fading at even 45 degree angles. Android freezes sometimes.,Paresh Avaiya,1 month ago,1,1,True, Surat,20/02/2022 02:03:45,54926695-9c26-54f6-93a3-1aeef528d8ad
93,https://www.flipkart.com/motorola-revou-q-127-cm-50-inch-qled-ultra-hd-4k-smart-android-tv-wireless-gamepad/p/itm57db835abfed9,MOTOROLA Revou-Q 127 cm (50 inch) QLED Ultra HD (4K) Smart Android TV with Wireless Gamepad,"₹44,999",4.4,Fabulous!,Just awesome go for it,santosh sawale,4 months ago,1,0,True, Bengaluru,20/02/2022 02:03:45,37145a2b-d38a-5320-9932-887da0a15084
94,https://www.flipkart.com/motorola-revou-q-127-cm-50-inch-qled-ultra-hd-4k-smart-android-tv-wireless-gamepad/p/itm57db835abfed9,MOTOROLA Revou-Q 127 cm (50 inch) QLED Ultra HD (4K) Smart Android TV with Wireless Gamepad,"₹44,999",4.4,Highly recommended,Excellent pic n sound quality 👍👍,Charan singh,1 day ago,0,0,True, Srinagar,20/02/2022 02:03:45,a05547b0-ef78-5b35-82e9-bba862cb931e
95,https://www.flipkart.com/motorola-revou-q-127-cm-50-inch-qled-ultra-hd-4k-smart-android-tv-wireless-gamepad/p/itm57db835abfed9,MOTOROLA Revou-Q 127 cm (50 inch) QLED Ultra HD (4K) Smart Android TV with Wireless Gamepad,"₹44,999",4.4,Good choice,Picture quality and sound output are awesome. The included game pad is an added bonus.Few cons that I found and are manageable for me are -1) Takes some time to boot up and load home screen2) Occasionally lags while navigating and playing games3) Audio delay when connected to sound bar via optical (Works fine when TV output is muted),Sarath Chandra Josyam,11 days ago,0,0,True, Hyderabad,20/02/2022 02:03:45,affb3a4a-81bb-5c3a-8b13-4734b4bc282c
96,https://www.flipkart.com/motorola-revou-q-127-cm-50-inch-qled-ultra-hd-4k-smart-android-tv-wireless-gamepad/p/itm57db835abfed9,MOTOROLA Revou-Q 127 cm (50 inch) QLED Ultra HD (4K) Smart Android TV with Wireless Gamepad,"₹44,999",4.4,Classy product,Nice Product looking for Q Led must bye,Goutam  Gosai,12 days ago,0,0,True, Raniganj,20/02/2022 02:03:45,435ab267-d276-5362-98f9-a06708bda769
97,https://www.flipkart.com/motorola-revou-q-127-cm-50-inch-qled-ultra-hd-4k-smart-android-tv-wireless-gamepad/p/itm57db835abfed9,MOTOROLA Revou-Q 127 cm (50 inch) QLED Ultra HD (4K) Smart Android TV with Wireless Gamepad,"₹44,999",4.4,Excellent,Awesome,Venkata Masthan Rao Vellaturi,14 days ago,0,0,True, Guntur,20/02/2022 02:03:45,6b0d46c9-f3d3-599f-9977-3055613dd812
98,https://www.flipkart.com/motorola-revou-q-127-cm-50-inch-qled-ultra-hd-4k-smart-android-tv-wireless-gamepad/p/itm57db835abfed9,MOTOROLA Revou-Q 127 cm (50 inch) QLED Ultra HD (4K) Smart Android TV with Wireless Gamepad,"₹44,999",4.4,Super!,"Sounds system should give the feel for surround with Dolby Atmos and Vision..but somehow the setup is not fitting with my living room.I feel, I might have to buy a sound system and plug it additionally to get the ambience",Pratik Srivastava,21 days ago,0,0,True, Uttarpara Kotrung,20/02/2022 02:03:45,be4bbc86-e63a-57e7-a2dc-6e02c464b8de
99,https://www.flipkart.com/motorola-revou-q-127-cm-50-inch-qled-ultra-hd-4k-smart-android-tv-wireless-gamepad/p/itm57db835abfed9,MOTOROLA Revou-Q 127 cm (50 inch) QLED Ultra HD (4K) Smart Android TV with Wireless Gamepad,"₹44,999",4.4,Worth every penny,The best QLED TV budget buyers can go blindly. Sound quality is fantastic. Plays 4K HDR10 videos without any stutter.,Vijay Kumar  Dhanavath,22 days ago,0,0,True, Miryalaguda,20/02/2022 02:03:45,25a6cf12-6406-57f7-a852-6098e14012ea
100,https://www.flipkart.com/motorola-revou-q-127-cm-50-inch-qled-ultra-hd-4k-smart-android-tv-wireless-gamepad/p/itm57db835abfed9,MOTOROLA Revou-Q 127 cm (50 inch) QLED Ultra HD (4K) Smart Android TV with Wireless Gamepad,"₹44,999",4.4,Excellent,The picture and sound quality are excellent. FULL PAISA VASUL. Highly recommended,Suresh Jadhav,24 days ago,0,0,True, Aurangabad District,20/02/2022 02:03:45,c71cb77f-1555-523e-8dee-5dd392dba1b3
101,https://www.flipkart.com/motorola-revou-q-139-cm-55-inch-qled-ultra-hd-4k-smart-android-tv-wireless-gamepad/p/itme7cd2f4611211,MOTOROLA Revou-Q 139 cm (55 inch) QLED Ultra HD (4K) Smart Android TV with Wireless Gamepad,"₹48,999",4.4,Perfect product!,"Thank you for your response. Superb Display and performance awesome, overall Love it. Thanks to Flipkart,😊.",Raj Kumar,4 months ago,4,0,True, Kurnool,20/02/2022 02:03:45,06648f0a-ba31-52f2-805a-6ab0b6dd510a
102,https://www.flipkart.com/motorola-revou-q-139-cm-55-inch-qled-ultra-hd-4k-smart-android-tv-wireless-gamepad/p/itme7cd2f4611211,MOTOROLA Revou-Q 139 cm (55 inch) QLED Ultra HD (4K) Smart Android TV with Wireless Gamepad,"₹48,999",4.4,Terrific purchase,Good quality,Shabbir Ahmed,3 months ago,7,1,True, Bengaluru,20/02/2022 02:03:45,f1053f00-f50d-5d34-9345-dc4d3324be51
103,https://www.flipkart.com/motorola-revou-q-139-cm-55-inch-qled-ultra-hd-4k-smart-android-tv-wireless-gamepad/p/itme7cd2f4611211,MOTOROLA Revou-Q 139 cm (55 inch) QLED Ultra HD (4K) Smart Android TV with Wireless Gamepad,"₹48,999",4.4,Very Good,Very good tv best in class,Adnan Qureshi,4 months ago,7,1,True, Didwana,20/02/2022 02:03:45,450865d7-91ce-5f6c-887b-9e2e5756bd9f
105,https://www.flipkart.com/motorola-revou-q-139-cm-55-inch-qled-ultra-hd-4k-smart-android-tv-wireless-gamepad/p/itme7cd2f4611211,MOTOROLA Revou-Q 139 cm (55 inch) QLED Ultra HD (4K) Smart Android TV with Wireless Gamepad,"₹48,999",4.4,Could be way better,"Tv get shut off for a second or so many a time ,secondly while starting some times wired images appear instead of Motorola  logo",Sarvjeet Singh Basra,3 months ago,3,0,True, Ajmer,20/02/2022 02:03:45,d5d63691-2696-52d8-a1c9-cdde625739fc
106,https://www.flipkart.com/motorola-revou-q-139-cm-55-inch-qled-ultra-hd-4k-smart-android-tv-wireless-gamepad/p/itme7cd2f4611211,MOTOROLA Revou-Q 139 cm (55 inch) QLED Ultra HD (4K) Smart Android TV with Wireless Gamepad,"₹48,999",4.4,Pretty good,Connectivity issues ...Voice breaking while playing the video when connected to latest wireless headset also.....same headset sounds smooth with other televisions.....need to fix those issues...Rest other features are ok with Motorola qled tv so far,Sandeep P,4 months ago,3,0,True, Secunderabad,20/02/2022 02:03:45,85c297ee-d265-53cf-80e1-e8c5000e6e62
107,https://www.flipkart.com/motorola-revou-q-139-cm-55-inch-qled-ultra-hd-4k-smart-android-tv-wireless-gamepad/p/itme7cd2f4611211,MOTOROLA Revou-Q 139 cm (55 inch) QLED Ultra HD (4K) Smart Android TV with Wireless Gamepad,"₹48,999",4.4,Just wow!,Good tv in budget,ashvek kambli,4 months ago,37,22,True, Mapusa,20/02/2022 02:03:45,7490a0a6-f8b5-50e7-b40a-551074f6fe48
108,https://www.flipkart.com/motorola-revou-q-139-cm-55-inch-qled-ultra-hd-4k-smart-android-tv-wireless-gamepad/p/itme7cd2f4611211,MOTOROLA Revou-Q 139 cm (55 inch) QLED Ultra HD (4K) Smart Android TV with Wireless Gamepad,"₹48,999",4.4,Awesome,Super viewing experience,Srinivas  Jarugula,4 months ago,13,4,True, Hyderabad,20/02/2022 02:03:45,a8b51632-029d-555a-9215-f6440bd49f41
110,https://www.flipkart.com/motorola-revou-q-139-cm-55-inch-qled-ultra-hd-4k-smart-android-tv-wireless-gamepad/p/itme7cd2f4611211,MOTOROLA Revou-Q 139 cm (55 inch) QLED Ultra HD (4K) Smart Android TV with Wireless Gamepad,"₹48,999",4.4,Brilliant,Best product,Vishal D Bedekar,2 months ago,6,2,True, Raigarh District,20/02/2022 02:03:45,5164aec8-65ae-53e6-b61d-5aea416d3e88
112,https://www.flipkart.com/motorola-revou-q-139-cm-55-inch-qled-ultra-hd-4k-smart-android-tv-wireless-gamepad/p/itme7cd2f4611211,MOTOROLA Revou-Q 139 cm (55 inch) QLED Ultra HD (4K) Smart Android TV with Wireless Gamepad,"₹48,999",4.4,Terrific,Very good picture quality and audio,Sumil Patel,4 months ago,8,4,True, Bangalore,20/02/2022 02:03:45,6922e036-cadd-5c40-b00c-6ed913bbaf8b
113,https://www.flipkart.com/motorola-revou-q-139-cm-55-inch-qled-ultra-hd-4k-smart-android-tv-wireless-gamepad/p/itme7cd2f4611211,MOTOROLA Revou-Q 139 cm (55 inch) QLED Ultra HD (4K) Smart Android TV with Wireless Gamepad,"₹48,999",4.4,Wonderful,It is overall good purchase with the exchange of old tvBut it has a color difference while with the angular viewing position,Gagan TM,4 months ago,9,6,True, Shimoga District,20/02/2022 02:03:45,9d72cf68-6446-5698-a74b-88973dca7346
114,https://www.flipkart.com/motorola-revou-q-139-cm-55-inch-qled-ultra-hd-4k-smart-android-tv-wireless-gamepad/p/itme7cd2f4611211,MOTOROLA Revou-Q 139 cm (55 inch) QLED Ultra HD (4K) Smart Android TV with Wireless Gamepad,"₹48,999",4.4,Must buy!,Good decision picture quality superb sound quality awesome connectivity simply no any doubt value for moneyBut after 2 days deeply inspect one hard scrathch on the screen,Puneet Srivastava,2 months ago,2,1,True, Hardoi,20/02/2022 02:03:45,da78f407-b933-517b-bcb7-d8fc01486f29
115,https://www.flipkart.com/motorola-revou-q-139-cm-55-inch-qled-ultra-hd-4k-smart-android-tv-wireless-gamepad/p/itme7cd2f4611211,MOTOROLA Revou-Q 139 cm (55 inch) QLED Ultra HD (4K) Smart Android TV with Wireless Gamepad,"₹48,999",4.4,Great product,Good Quality SatisfiedBuyed in only 43k qled value fpr money,Sunil Meena,3 months ago,3,1,True, Gangapur City,20/02/2022 02:03:45,84b32b4a-99de-5432-9539-e8b3d13d39f4
116,https://www.flipkart.com/motorola-revou-q-139-cm-55-inch-qled-ultra-hd-4k-smart-android-tv-wireless-gamepad/p/itme7cd2f4611211,MOTOROLA Revou-Q 139 cm (55 inch) QLED Ultra HD (4K) Smart Android TV with Wireless Gamepad,"₹48,999",4.4,Fair,"This is not qled.. Sound ok, connectivity problem.. Only 8 gb ram.. Picture clarity just led  quality.. Games connectivity is worst experience..",Ramachandra,3 months ago,2,1,True, Prakasam District,20/02/2022 02:03:45,b80f9270-c7cc-5717-adb3-dc9890bed0cc
117,https://www.flipkart.com/motorola-revou-q-139-cm-55-inch-qled-ultra-hd-4k-smart-android-tv-wireless-gamepad/p/itme7cd2f4611211,MOTOROLA Revou-Q 139 cm (55 inch) QLED Ultra HD (4K) Smart Android TV with Wireless Gamepad,"₹48,999",4.4,Awesome,Good experience with motorola tv... Good picture clarity and sound.,mubarak pasha,4 months ago,3,0,True, Bangalore,20/02/2022 02:03:45,5cb73ff2-1065-57ee-b88a-33038a0f3799
118,https://www.flipkart.com/motorola-revou-q-139-cm-55-inch-qled-ultra-hd-4k-smart-android-tv-wireless-gamepad/p/itme7cd2f4611211,MOTOROLA Revou-Q 139 cm (55 inch) QLED Ultra HD (4K) Smart Android TV with Wireless Gamepad,"₹48,999",4.4,Hated it!,"Just imagine a TV with no physical buttons, stop connecting to its remote? How frustrating it is? It has been 2-3 months and the remote randomly stops working after every couple of minutes .. this smart thing proves garbage to me.. I missed my old analogue TV which had far better connectivity to it's remote :(",D M Ji,2 months ago,6,9,True, Faridabad,20/02/2022 02:03:45,f72f3a3e-4590-5223-b90f-b30407ef3fa4
120,https://www.flipkart.com/motorola-revou-q-139-cm-55-inch-qled-ultra-hd-4k-smart-android-tv-wireless-gamepad/p/itme7cd2f4611211,MOTOROLA Revou-Q 139 cm (55 inch) QLED Ultra HD (4K) Smart Android TV with Wireless Gamepad,"₹48,999",4.4,Fabulous!,"Picture quality is awesome ,,,super quality,,,but service should be improve more,,,and ok Google asking every time to pair ,,so some connectivity problem is there ,,, after update ,,I hope it will resolve",Yunas Khan,3 months ago,2,0,True, Bangalore,20/02/2022 02:03:45,5952266a-760d-5cc9-83f9-791874cd1d3c
121,https://www.flipkart.com/motorola-revou-q-127-cm-50-inch-qled-ultra-hd-4k-smart-android-tv-wireless-gamepad/p/itm57db835abfed9,MOTOROLA Revou-Q 127 cm (50 inch) QLED Ultra HD (4K) Smart Android TV with Wireless Gamepad,"₹44,999",4.4,Terrific,Excellent product. Must buy.,Gangaraju Marni,3 months ago,0,0,True, Nidadavole,20/02/2022 02:03:46,94c537b4-aefc-59e2-8f13-b7c12ab7c8c7
122,https://www.flipkart.com/lg-108-cm-43-inch-ultra-hd-4k-led-smart-tv/p/itmfe3445cd6a02d,LG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,"₹36,499",4.4,Simply awesome,"Super purchase... Brilliant Display, Decent sound, Nice service.. Overall 👌👌👌",Vishnu Vijayan,3 months ago,0,0,True, Kottayam District,20/02/2022 02:03:46,95fa4c34-e7f7-5f11-9e03-65359e8e6273
