id,brand,categories,dateAdded,dateUpdated,ean,keys,manufacturer,manufacturerNumber,name,reviews.date,reviews.dateAdded,reviews.dateSeen,reviews.didPurchase,reviews.doRecommend,reviews.id,reviews.numHelpful,reviews_rating,reviews.sourceURLs,reviews_text,reviews.title,reviews.userCity,reviews.userProvince,reviews.username,upc
AV1YGDqsGV-KLJ3adc-O,Windex,"Household Essentials,Cleaning Supplies,Glass Cleaners,Health & Household,Household Supplies,Household Cleaning,Featured Brands,Home And Storage & Org,Thanksgathering,All-purpose Cleaners,Target Restock,Food & Grocery,Glass & Window",2017-07-18T23:46:09Z,2018-02-05T08:34:58Z,19800001285,"019800001285,windex/12972711,windexoriginalglasscleanerrefill676oz2liter/b00192ex24,windexoriginalglasscleanerrefill676oz2liter/b000v9lapy,windexoriginalglasscleanerrefill676oz2liter/b000v9qn1a,windexoriginalglasscleanerrefill676oz2liter/001309400,windexoriginalglasscleanerrefill676oz2liter/1309400,windexoriginalglasscleanerrefill676oz2liter/03249461000p,0019800001285",Windex,12972711,Windex Original Glass Cleaner Refill 67.6oz (2 Liter),2016-05-27T00:00:00.000Z,2017-08-07T00:36:31Z,"2017-07-14T21:02:00.000Z,2017-07-19T23:58:00.000Z,2017-07-12T20:04:00.000Z,2017-07-19T03:28:00.000Z,2017-07-09T07:06:00.000Z",False,False,146068362.0,,1.0,https://www.walmart.com/reviews/product/11027259?limit=20&sort=relevancy&page=3,like many others using windex year happy recently however seems leaving streaky film use kind lint free cloth ever conclude formula changed note others reporting problem film formula changed,Windex is now streaky,,,Huntress,19800001285
AV1YGDqsGV-KLJ3adc-O,Windex,"Household Essentials,Cleaning Supplies,Glass Cleaners,Health & Household,Household Supplies,Household Cleaning,Featured Brands,Home And Storage & Org,Thanksgathering,All-purpose Cleaners,Target Restock,Food & Grocery,Glass & Window",2017-07-18T23:46:09Z,2018-02-05T08:34:58Z,19800001285,"019800001285,windex/12972711,windexoriginalglasscleanerrefill676oz2liter/b00192ex24,windexoriginalglasscleanerrefill676oz2liter/b000v9lapy,windexoriginalglasscleanerrefill676oz2liter/b000v9qn1a,windexoriginalglasscleanerrefill676oz2liter/001309400,windexoriginalglasscleanerrefill676oz2liter/1309400,windexoriginalglasscleanerrefill676oz2liter/03249461000p,0019800001285",Windex,12972711,Windex Original Glass Cleaner Refill 67.6oz (2 Liter),2013-07-26T00:00:00.000Z,2017-08-07T00:36:31Z,"2017-07-14T21:02:00.000Z,2017-07-19T23:58:00.000Z,2017-07-12T20:04:00.000Z,2017-07-19T03:28:00.000Z,2017-07-09T07:06:00.000Z",False,False,22039445.0,,1.0,https://www.walmart.com/reviews/product/11027259?limit=20&sort=relevancy&page=3,used windex 35 year happy time dont know change windex recently made severely repeat severely disappointed windex product offering including windex original newer version windex disappointed recently making solution work significantly better windex know want maximize profit able make make product work,"Instead of Streak Free, it should read Streaks Freely",,,Former Windex user.,19800001285
AV1YGDqsGV-KLJ3adc-O,Windex,"Household Essentials,Cleaning Supplies,Glass Cleaners,Health & Household,Household Supplies,Household Cleaning,Featured Brands,Home And Storage & Org,Thanksgathering,All-purpose Cleaners,Target Restock,Food & Grocery,Glass & Window",2017-07-18T23:46:09Z,2018-02-05T08:34:58Z,19800001285,"019800001285,windex/12972711,windexoriginalglasscleanerrefill676oz2liter/b00192ex24,windexoriginalglasscleanerrefill676oz2liter/b000v9lapy,windexoriginalglasscleanerrefill676oz2liter/b000v9qn1a,windexoriginalglasscleanerrefill676oz2liter/001309400,windexoriginalglasscleanerrefill676oz2liter/1309400,windexoriginalglasscleanerrefill676oz2liter/03249461000p,0019800001285",Windex,12972711,Windex Original Glass Cleaner Refill 67.6oz (2 Liter),2013-09-01T00:00:00.000Z,2017-08-07T00:36:31Z,"2017-07-14T21:02:00.000Z,2017-07-19T23:58:00.000Z,2017-07-12T20:04:00.000Z,2017-07-19T03:28:00.000Z,2017-07-09T07:06:00.000Z",False,False,24823148.0,,1.0,https://www.walmart.com/reviews/product/11027259?limit=20&sort=relevancy&page=3,happened windex could work window hour still get clean there film window see every swipe made paper towel trying clean window back forth went inside outside window still streaky filmy whats annoying windshield look thru streak every time drive anyone know another product work,Cannot remove the streaks,,,Meg,19800001285
AV1YGDqsGV-KLJ3adc-O,Windex,"Household Essentials,Cleaning Supplies,Glass Cleaners,Health & Household,Household Supplies,Household Cleaning,Featured Brands,Home And Storage & Org,Thanksgathering,All-purpose Cleaners,Target Restock,Food & Grocery,Glass & Window",2017-07-18T23:46:09Z,2018-02-05T08:34:58Z,19800001285,"019800001285,windex/12972711,windexoriginalglasscleanerrefill676oz2liter/b00192ex24,windexoriginalglasscleanerrefill676oz2liter/b000v9lapy,windexoriginalglasscleanerrefill676oz2liter/b000v9qn1a,windexoriginalglasscleanerrefill676oz2liter/001309400,windexoriginalglasscleanerrefill676oz2liter/1309400,windexoriginalglasscleanerrefill676oz2liter/03249461000p,0019800001285",Windex,12972711,Windex Original Glass Cleaner Refill 67.6oz (2 Liter),2015-11-12T00:00:00.000Z,2017-08-07T00:36:31Z,"2017-07-14T21:02:00.000Z,2017-07-19T23:58:00.000Z,2017-07-12T20:04:00.000Z,2017-07-19T03:28:00.000Z,2017-07-09T07:06:00.000Z",False,False,133179139.0,,1.0,https://www.walmart.com/reviews/product/11027259?limit=20&sort=relevancy&page=3,67 year old windex always used mother disappointed original windex left cloudy window smell like original thought maybe changed formula since found woman issue cloudy window issue product continue want say goodbye thank,Something is wrong,,,nap,19800001285
AV1YGDqsGV-KLJ3adc-O,Windex,"Household Essentials,Cleaning Supplies,Glass Cleaners,Health & Household,Household Supplies,Household Cleaning,Featured Brands,Home And Storage & Org,Thanksgathering,All-purpose Cleaners,Target Restock,Food & Grocery,Glass & Window",2017-07-18T23:46:09Z,2018-02-05T08:34:58Z,19800001285,"019800001285,windex/12972711,windexoriginalglasscleanerrefill676oz2liter/b00192ex24,windexoriginalglasscleanerrefill676oz2liter/b000v9lapy,windexoriginalglasscleanerrefill676oz2liter/b000v9qn1a,windexoriginalglasscleanerrefill676oz2liter/001309400,windexoriginalglasscleanerrefill676oz2liter/1309400,windexoriginalglasscleanerrefill676oz2liter/03249461000p,0019800001285",Windex,12972711,Windex Original Glass Cleaner Refill 67.6oz (2 Liter),2013-08-14T00:00:00.000Z,2017-08-07T00:36:31Z,"2017-07-14T21:02:00.000Z,2017-07-19T23:58:00.000Z,2017-07-12T20:04:00.000Z,2017-07-19T03:28:00.000Z,2017-07-09T07:06:00.000Z",False,False,22937377.0,,1.0,https://www.walmart.com/reviews/product/11027259?limit=20&sort=relevancy&page=3,many glass surface home windex regular shopping list last bottle purchased must different formula everything use streaky mess actually made quick store run buy different product friend text stopping quality johnson family product isnt restored discontinue time cleaning product cause extra work,What is going on,,,Disappointed,19800001285
AV1YGDqsGV-KLJ3adc-O,Windex,"Household Essentials,Cleaning Supplies,Glass Cleaners,Health & Household,Household Supplies,Household Cleaning,Featured Brands,Home And Storage & Org,Thanksgathering,All-purpose Cleaners,Target Restock,Food & Grocery,Glass & Window",2017-07-18T23:46:09Z,2018-02-05T08:34:58Z,19800001285,"019800001285,windex/12972711,windexoriginalglasscleanerrefill676oz2liter/b00192ex24,windexoriginalglasscleanerrefill676oz2liter/b000v9lapy,windexoriginalglasscleanerrefill676oz2liter/b000v9qn1a,windexoriginalglasscleanerrefill676oz2liter/001309400,windexoriginalglasscleanerrefill676oz2liter/1309400,windexoriginalglasscleanerrefill676oz2liter/03249461000p,0019800001285",Windex,12972711,Windex Original Glass Cleaner Refill 67.6oz (2 Liter),2014-04-19T00:00:00.000Z,2017-08-07T00:36:31Z,"2017-07-14T21:02:00.000Z,2017-07-19T23:58:00.000Z,2017-07-12T20:04:00.000Z,2017-07-19T03:28:00.000Z,2017-07-09T07:06:00.000Z",False,False,87411451.0,,1.0,https://www.walmart.com/reviews/product/11027259?limit=20&sort=relevancy&page=3,year used windex satisfied performed miracle adequate job cleaning glass top mirror past year nothing smudge anything use today used porsche windshield thinking anything put windex creates horrible smudge look like surface oily tried paper towel micro fiber newspaper always awful result,Frustration,,,Ron5Belhaven,19800001285
AV1YGDqsGV-KLJ3adc-O,Windex,"Household Essentials,Cleaning Supplies,Glass Cleaners,Health & Household,Household Supplies,Household Cleaning,Featured Brands,Home And Storage & Org,Thanksgathering,All-purpose Cleaners,Target Restock,Food & Grocery,Glass & Window",2017-07-18T23:46:09Z,2018-02-05T08:34:58Z,19800001285,"019800001285,windex/12972711,windexoriginalglasscleanerrefill676oz2liter/b00192ex24,windexoriginalglasscleanerrefill676oz2liter/b000v9lapy,windexoriginalglasscleanerrefill676oz2liter/b000v9qn1a,windexoriginalglasscleanerrefill676oz2liter/001309400,windexoriginalglasscleanerrefill676oz2liter/1309400,windexoriginalglasscleanerrefill676oz2liter/03249461000p,0019800001285",Windex,12972711,Windex Original Glass Cleaner Refill 67.6oz (2 Liter),2014-02-01T00:00:00.000Z,2017-08-07T00:36:31Z,"2017-07-14T21:02:00.000Z,2017-07-19T23:58:00.000Z,2017-07-12T20:04:00.000Z,2017-07-19T03:28:00.000Z,2017-07-09T07:06:00.000Z",False,False,78663626.0,,1.0,https://www.walmart.com/reviews/product/11027259?limit=20&sort=relevancy&page=3,used windex original formula many year always worked great find windex complete aptly named complete failure clean car window glass well leaf streak minimised immediately wiping dry paper towel even cot completely give back original formula currently searching another product disappointed,Windex Complete is awful,,,doclent,19800001285
AV1YGDqsGV-KLJ3adc-O,Windex,"Household Essentials,Cleaning Supplies,Glass Cleaners,Health & Household,Household Supplies,Household Cleaning,Featured Brands,Home And Storage & Org,Thanksgathering,All-purpose Cleaners,Target Restock,Food & Grocery,Glass & Window",2017-07-18T23:46:09Z,2018-02-05T08:34:58Z,19800001285,"019800001285,windex/12972711,windexoriginalglasscleanerrefill676oz2liter/b00192ex24,windexoriginalglasscleanerrefill676oz2liter/b000v9lapy,windexoriginalglasscleanerrefill676oz2liter/b000v9qn1a,windexoriginalglasscleanerrefill676oz2liter/001309400,windexoriginalglasscleanerrefill676oz2liter/1309400,windexoriginalglasscleanerrefill676oz2liter/03249461000p,0019800001285",Windex,12972711,Windex Original Glass Cleaner Refill 67.6oz (2 Liter),2016-06-20T00:00:00.000Z,2017-08-07T00:36:29Z,"2017-07-14T21:02:00.000Z,2017-07-09T07:06:00.000Z,2017-07-12T20:04:00.000Z,2017-07-19T03:28:00.000Z,2017-07-19T23:58:00.000Z",False,False,147911181.0,,1.0,https://www.walmart.com/reviews/product/11027259?limit=20&sort=relevancy&page=2,lot people posed question review answer forthcoming ive used windex year never problem streaky window cleaned one window 3 time today poor result change formula suggest listen loyal customer change back pdq,So Did you change the formula,,,KT,19800001285
AV1YGDqsGV-KLJ3adc-O,Windex,"Household Essentials,Cleaning Supplies,Glass Cleaners,Health & Household,Household Supplies,Household Cleaning,Featured Brands,Home And Storage & Org,Thanksgathering,All-purpose Cleaners,Target Restock,Food & Grocery,Glass & Window",2017-07-18T23:46:09Z,2018-02-05T08:34:58Z,19800001285,"019800001285,windex/12972711,windexoriginalglasscleanerrefill676oz2liter/b00192ex24,windexoriginalglasscleanerrefill676oz2liter/b000v9lapy,windexoriginalglasscleanerrefill676oz2liter/b000v9qn1a,windexoriginalglasscleanerrefill676oz2liter/001309400,windexoriginalglasscleanerrefill676oz2liter/1309400,windexoriginalglasscleanerrefill676oz2liter/03249461000p,0019800001285",Windex,12972711,Windex Original Glass Cleaner Refill 67.6oz (2 Liter),2013-09-15T00:00:00.000Z,2017-08-05T07:43:50Z,"2017-07-19T23:58:00.000Z,2017-07-12T20:05:00.000Z,2017-07-19T03:28:00.000Z,2017-07-09T07:06:00.000Z,2017-07-14T21:02:00.000Z",False,False,25555161.0,,1.0,https://www.walmart.com/reviews/product/11027259?limit=20&sort=relevancy&page=17,used work great worst product,Used to work,,,JB,19800001285
AV1YGDqsGV-KLJ3adc-O,Windex,"Household Essentials,Cleaning Supplies,Glass Cleaners,Health & Household,Household Supplies,Household Cleaning,Featured Brands,Home And Storage & Org,Thanksgathering,All-purpose Cleaners,Target Restock,Food & Grocery,Glass & Window",2017-07-18T23:46:09Z,2018-02-05T08:34:58Z,19800001285,"019800001285,windex/12972711,windexoriginalglasscleanerrefill676oz2liter/b00192ex24,windexoriginalglasscleanerrefill676oz2liter/b000v9lapy,windexoriginalglasscleanerrefill676oz2liter/b000v9qn1a,windexoriginalglasscleanerrefill676oz2liter/001309400,windexoriginalglasscleanerrefill676oz2liter/1309400,windexoriginalglasscleanerrefill676oz2liter/03249461000p,0019800001285",Windex,12972711,Windex Original Glass Cleaner Refill 67.6oz (2 Liter),2017-06-20T00:00:00.000Z,2017-08-05T07:43:40Z,"2017-07-19T23:58:00.000Z,2017-07-19T03:28:00.000Z,2017-07-12T20:04:00.000Z,2017-07-09T07:06:00.000Z,2017-07-14T21:02:00.000Z",False,False,181394626.0,,1.0,https://www.walmart.com/reviews/product/11027259,purchased two different 23 oz bottle windex orignial within 4 week spray trigger broke first bottle 4 us still 80 bottle left went purchased second 23 oz bottle intention switching top could use rest first bottle one use cleaned 4 window mirrow trigger second bottle broke stuck two almost completely full bottle windex way clean looking new brand,Would love to use it but I can't... Bottle keeps breaking,,,disappointedmom,19800001285
AV1YGDqsGV-KLJ3adc-O,Windex,"Household Essentials,Cleaning Supplies,Glass Cleaners,Health & Household,Household Supplies,Household Cleaning,Featured Brands,Home And Storage & Org,Thanksgathering,All-purpose Cleaners,Target Restock,Food & Grocery,Glass & Window",2017-07-18T23:46:09Z,2018-02-05T08:34:58Z,19800001285,"019800001285,windex/12972711,windexoriginalglasscleanerrefill676oz2liter/b00192ex24,windexoriginalglasscleanerrefill676oz2liter/b000v9lapy,windexoriginalglasscleanerrefill676oz2liter/b000v9qn1a,windexoriginalglasscleanerrefill676oz2liter/001309400,windexoriginalglasscleanerrefill676oz2liter/1309400,windexoriginalglasscleanerrefill676oz2liter/03249461000p,0019800001285",Windex,12972711,Windex Original Glass Cleaner Refill 67.6oz (2 Liter),2014-06-02T00:00:00.000Z,2017-08-05T07:43:40Z,"2017-07-19T23:58:00.000Z,2017-07-19T03:28:00.000Z,2017-07-12T20:04:00.000Z,2017-07-09T07:06:00.000Z,2017-07-14T21:02:00.000Z",False,False,92158926.0,,1.0,https://www.walmart.com/reviews/product/11027259,twice ever since introduced new sprayer bottle first couple quick squeeze new flimsy squeezer snap rendering bottle useless used last forever would buy bulk refill idea new guy hired save money idea make hem break easier buy oris shoddy design ive purchased noname glass cleaner sprayer cheaper buying new empty sprayer bottle refill windex left over continue buying name glass cleaner care good clean sprayer break instantly sure new marketing guy got bonus pat back saving cent inferior spray nozzle,"new sprayer breaks after a couple squeezes,",,,Firethemarketer,19800001285
AV1YGDqsGV-KLJ3adc-O,Windex,"Household Essentials,Cleaning Supplies,Glass Cleaners,Health & Household,Household Supplies,Household Cleaning,Featured Brands,Home And Storage & Org,Thanksgathering,All-purpose Cleaners,Target Restock,Food & Grocery,Glass & Window",2017-07-18T23:46:09Z,2018-02-05T08:34:58Z,19800001285,"019800001285,windex/12972711,windexoriginalglasscleanerrefill676oz2liter/b00192ex24,windexoriginalglasscleanerrefill676oz2liter/b000v9lapy,windexoriginalglasscleanerrefill676oz2liter/b000v9qn1a,windexoriginalglasscleanerrefill676oz2liter/001309400,windexoriginalglasscleanerrefill676oz2liter/1309400,windexoriginalglasscleanerrefill676oz2liter/03249461000p,0019800001285",Windex,12972711,Windex Original Glass Cleaner Refill 67.6oz (2 Liter),2017-05-06T00:00:00.000Z,2017-08-05T07:43:40Z,"2017-07-19T23:58:00.000Z,2017-07-19T03:28:00.000Z,2017-07-12T20:04:00.000Z,2017-07-09T07:06:00.000Z,2017-07-14T21:02:00.000Z",False,False,178742578.0,,1.0,https://www.walmart.com/reviews/product/11027259,faithful windex user 40 year last couple year ive noticed clean like used mirror always sparkling clean film streak come even went back clean dry paper towel faint blue smudge paper towel tell windex leaving residue glass lead streak frustrating recently remodeled bathroom lot mirror hot mess trying new cleaner using vinegar water,What happened,,,Kay72,19800001285
AV1YGDqsGV-KLJ3adc-O,Windex,"Household Essentials,Cleaning Supplies,Glass Cleaners,Health & Household,Household Supplies,Household Cleaning,Featured Brands,Home And Storage & Org,Thanksgathering,All-purpose Cleaners,Target Restock,Food & Grocery,Glass & Window",2017-07-18T23:46:09Z,2018-02-05T08:34:58Z,19800001285,"019800001285,windex/12972711,windexoriginalglasscleanerrefill676oz2liter/b00192ex24,windexoriginalglasscleanerrefill676oz2liter/b000v9lapy,windexoriginalglasscleanerrefill676oz2liter/b000v9qn1a,windexoriginalglasscleanerrefill676oz2liter/001309400,windexoriginalglasscleanerrefill676oz2liter/1309400,windexoriginalglasscleanerrefill676oz2liter/03249461000p,0019800001285",Windex,12972711,Windex Original Glass Cleaner Refill 67.6oz (2 Liter),2013-10-03T00:00:00.000Z,2017-07-20T08:51:18Z,"2017-07-09T07:06:00.000Z,2017-07-12T20:05:00.000Z,2017-07-19T03:28:00.000Z,2017-07-19T23:58:00.000Z,2017-07-14T21:02:00.000Z",False,False,26627602.0,,1.0,https://www.walmart.com/reviews/product/11027259?limit=20&sort=relevancy&page=14,stuff worst thing ever bought glass worse started,Stay away,,,Meeze,19800001285
AV1YGDqsGV-KLJ3adc-O,Windex,"Household Essentials,Cleaning Supplies,Glass Cleaners,Health & Household,Household Supplies,Household Cleaning,Featured Brands,Home And Storage & Org,Thanksgathering,All-purpose Cleaners,Target Restock,Food & Grocery,Glass & Window",2017-07-18T23:46:09Z,2018-02-05T08:34:58Z,19800001285,"019800001285,windex/12972711,windexoriginalglasscleanerrefill676oz2liter/b00192ex24,windexoriginalglasscleanerrefill676oz2liter/b000v9lapy,windexoriginalglasscleanerrefill676oz2liter/b000v9qn1a,windexoriginalglasscleanerrefill676oz2liter/001309400,windexoriginalglasscleanerrefill676oz2liter/1309400,windexoriginalglasscleanerrefill676oz2liter/03249461000p,0019800001285",Windex,12972711,Windex Original Glass Cleaner Refill 67.6oz (2 Liter),2015-09-19T00:00:00.000Z,2017-07-20T08:51:04Z,"2017-07-09T07:06:00.000Z,2017-07-12T20:04:00.000Z,2017-07-19T03:28:00.000Z,2017-07-19T23:58:00.000Z,2017-07-14T21:02:00.000Z",False,False,128429573.0,,1.0,https://www.walmart.com/reviews/product/11027259?limit=20&sort=relevancy&page=10,sure happen product leaf scummy residue glass bee wiped,This Product needs improvement.,,,Freckles55,19800001285
AV1YGDqsGV-KLJ3adc-O,Windex,"Household Essentials,Cleaning Supplies,Glass Cleaners,Health & Household,Household Supplies,Household Cleaning,Featured Brands,Home And Storage & Org,Thanksgathering,All-purpose Cleaners,Target Restock,Food & Grocery,Glass & Window",2017-07-18T23:46:09Z,2018-02-05T08:34:58Z,19800001285,"019800001285,windex/12972711,windexoriginalglasscleanerrefill676oz2liter/b00192ex24,windexoriginalglasscleanerrefill676oz2liter/b000v9lapy,windexoriginalglasscleanerrefill676oz2liter/b000v9qn1a,windexoriginalglasscleanerrefill676oz2liter/001309400,windexoriginalglasscleanerrefill676oz2liter/1309400,windexoriginalglasscleanerrefill676oz2liter/03249461000p,0019800001285",Windex,12972711,Windex Original Glass Cleaner Refill 67.6oz (2 Liter),2015-09-12T00:00:00.000Z,2017-07-19T13:30:03Z,"2017-07-12T20:04:00.000Z,2017-07-19T03:28:00.000Z,2017-07-09T07:06:00.000Z,2017-07-19T23:58:00.000Z,2017-07-14T21:02:00.000Z",False,False,128034301.0,,1.0,https://www.walmart.com/reviews/product/11027259?limit=20&sort=relevancy&page=8,agree mel used great product curious change sc johnson made product heather refers,Leaves streaks,,,Mohan,19800001285
AV1YGDqsGV-KLJ3adc-O,Windex,"Household Essentials,Cleaning Supplies,Glass Cleaners,Health & Household,Household Supplies,Household Cleaning,Featured Brands,Home And Storage & Org,Thanksgathering,All-purpose Cleaners,Target Restock,Food & Grocery,Glass & Window",2017-07-18T23:46:09Z,2018-02-05T08:34:58Z,19800001285,"019800001285,windex/12972711,windexoriginalglasscleanerrefill676oz2liter/b00192ex24,windexoriginalglasscleanerrefill676oz2liter/b000v9lapy,windexoriginalglasscleanerrefill676oz2liter/b000v9qn1a,windexoriginalglasscleanerrefill676oz2liter/001309400,windexoriginalglasscleanerrefill676oz2liter/1309400,windexoriginalglasscleanerrefill676oz2liter/03249461000p,0019800001285",Windex,12972711,Windex Original Glass Cleaner Refill 67.6oz (2 Liter),2015-05-17T00:00:00.000Z,2017-07-19T13:30:03Z,"2017-07-12T20:04:00.000Z,2017-07-19T03:28:00.000Z,2017-07-09T07:06:00.000Z,2017-07-19T23:58:00.000Z,2017-07-14T21:02:00.000Z",False,False,120532486.0,,1.0,https://www.walmart.com/reviews/product/11027259?limit=20&sort=relevancy&page=8,heck going product windex self good trigger keep breaking broken 3 red plastic trigger week impressed,WHAT ON EARTH IS GOING ON !,,,PELLEPAT,19800001285
AV1YGDqsGV-KLJ3adc-O,Windex,"Household Essentials,Cleaning Supplies,Glass Cleaners,Health & Household,Household Supplies,Household Cleaning,Featured Brands,Home And Storage & Org,Thanksgathering,All-purpose Cleaners,Target Restock,Food & Grocery,Glass & Window",2017-07-18T23:46:09Z,2018-02-05T08:34:58Z,19800001285,"019800001285,windex/12972711,windexoriginalglasscleanerrefill676oz2liter/b00192ex24,windexoriginalglasscleanerrefill676oz2liter/b000v9lapy,windexoriginalglasscleanerrefill676oz2liter/b000v9qn1a,windexoriginalglasscleanerrefill676oz2liter/001309400,windexoriginalglasscleanerrefill676oz2liter/1309400,windexoriginalglasscleanerrefill676oz2liter/03249461000p,0019800001285",Windex,12972711,Windex Original Glass Cleaner Refill 67.6oz (2 Liter),2014-07-13T00:00:00.000Z,2017-07-19T13:30:03Z,"2017-07-12T20:04:00.000Z,2017-07-19T03:28:00.000Z,2017-07-09T07:06:00.000Z,2017-07-19T23:58:00.000Z,2017-07-14T21:02:00.000Z",False,False,95384007.0,,1.0,https://www.walmart.com/reviews/product/11027259?limit=20&sort=relevancy&page=9,30years using windex last purchase seems watered downsomething different formula discount brand work far betterwhat happened,Is there a bad batch,,,Cac61,19800001285
AV1YGDqsGV-KLJ3adc-O,Windex,"Household Essentials,Cleaning Supplies,Glass Cleaners,Health & Household,Household Supplies,Household Cleaning,Featured Brands,Home And Storage & Org,Thanksgathering,All-purpose Cleaners,Target Restock,Food & Grocery,Glass & Window",2017-07-18T23:46:09Z,2018-02-05T08:34:58Z,19800001285,"019800001285,windex/12972711,windexoriginalglasscleanerrefill676oz2liter/b00192ex24,windexoriginalglasscleanerrefill676oz2liter/b000v9lapy,windexoriginalglasscleanerrefill676oz2liter/b000v9qn1a,windexoriginalglasscleanerrefill676oz2liter/001309400,windexoriginalglasscleanerrefill676oz2liter/1309400,windexoriginalglasscleanerrefill676oz2liter/03249461000p,0019800001285",Windex,12972711,Windex Original Glass Cleaner Refill 67.6oz (2 Liter),2013-08-15T00:00:00.000Z,2017-07-19T13:30:03Z,"2017-07-12T20:04:00.000Z,2017-07-19T03:28:00.000Z,2017-07-09T07:06:00.000Z,2017-07-19T23:58:00.000Z,2017-07-14T21:02:00.000Z",False,False,22950587.0,,1.0,https://www.walmart.com/reviews/product/11027259?limit=20&sort=relevancy&page=13,work code 19800702984 cleaned multiple time got bad result,left streaks and smugges.,,,val,19800001285
AV1YGDqsGV-KLJ3adc-O,Windex,"Household Essentials,Cleaning Supplies,Glass Cleaners,Health & Household,Household Supplies,Household Cleaning,Featured Brands,Home And Storage & Org,Thanksgathering,All-purpose Cleaners,Target Restock,Food & Grocery,Glass & Window",2017-07-18T23:46:09Z,2018-02-05T08:34:58Z,19800001285,"019800001285,windex/12972711,windexoriginalglasscleanerrefill676oz2liter/b00192ex24,windexoriginalglasscleanerrefill676oz2liter/b000v9lapy,windexoriginalglasscleanerrefill676oz2liter/b000v9qn1a,windexoriginalglasscleanerrefill676oz2liter/001309400,windexoriginalglasscleanerrefill676oz2liter/1309400,windexoriginalglasscleanerrefill676oz2liter/03249461000p,0019800001285",Windex,12972711,Windex Original Glass Cleaner Refill 67.6oz (2 Liter),2014-09-21T00:00:00.000Z,2017-07-19T13:30:03Z,"2017-07-12T20:04:00.000Z,2017-07-19T03:28:00.000Z,2017-07-09T07:06:00.000Z,2017-07-19T23:58:00.000Z",False,False,99272823.0,,1.0,"https://www.walmart.com/reviews/product/11027259?limit=20&sort=relevancy&page=13,https://www.walmart.com/reviews/product/11027259?limit=20&sort=relevancy&page=14",new cap design tdo put spray mode mode indicator nozzle,Spray bottle won't spray when pumped,,,hennypen,19800001285
AV1YGDqsGV-KLJ3adc-O,Windex,"Household Essentials,Cleaning Supplies,Glass Cleaners,Health & Household,Household Supplies,Household Cleaning,Featured Brands,Home And Storage & Org,Thanksgathering,All-purpose Cleaners,Target Restock,Food & Grocery,Glass & Window",2017-07-18T23:46:09Z,2018-02-05T08:34:58Z,19800001285,"019800001285,windex/12972711,windexoriginalglasscleanerrefill676oz2liter/b00192ex24,windexoriginalglasscleanerrefill676oz2liter/b000v9lapy,windexoriginalglasscleanerrefill676oz2liter/b000v9qn1a,windexoriginalglasscleanerrefill676oz2liter/001309400,windexoriginalglasscleanerrefill676oz2liter/1309400,windexoriginalglasscleanerrefill676oz2liter/03249461000p,0019800001285",Windex,12972711,Windex Original Glass Cleaner Refill 67.6oz (2 Liter),2012-05-18T04:06:51.000Z,2018-01-02T02:05:35Z,2017-12-05T11:18:00.000Z,,,,,2.0,https://redsky.target.com/groot-domain-api/v1/reviews/12972711?sort=helpfulness_desc&limit=200&offset=270,great windex product came across long timeplease try believe,Great One,,,Suri,19800001285
AV1YGDqsGV-KLJ3adc-O,Windex,"Household Essentials,Cleaning Supplies,Glass Cleaners,Health & Household,Household Supplies,Household Cleaning,Featured Brands,Home And Storage & Org,Thanksgathering,All-purpose Cleaners,Target Restock,Food & Grocery,Glass & Window",2017-07-18T23:46:09Z,2018-02-05T08:34:58Z,19800001285,"019800001285,windex/12972711,windexoriginalglasscleanerrefill676oz2liter/b00192ex24,windexoriginalglasscleanerrefill676oz2liter/b000v9lapy,windexoriginalglasscleanerrefill676oz2liter/b000v9qn1a,windexoriginalglasscleanerrefill676oz2liter/001309400,windexoriginalglasscleanerrefill676oz2liter/1309400,windexoriginalglasscleanerrefill676oz2liter/03249461000p,0019800001285",Windex,12972711,Windex Original Glass Cleaner Refill 67.6oz (2 Liter),2014-05-04T00:00:00.000Z,2017-09-25T16:58:52Z,"2017-09-18T03:50:00.000Z,2017-07-19T03:28:00.000Z,2017-07-09T07:06:00.000Z,2017-07-19T23:58:00.000Z,2017-07-14T21:02:00.000Z",False,False,89452252.0,,2.0,"https://www.walmart.com/reviews/product/11027259?limit=20&sort=relevancy&page=10,https://www.walmart.com/reviews/product/11027259?limit=20&sort=relevancy&page=11",use swear windex carried everywhere seam ingredient changed smudge happened,It Use to Be All Ever Used,,,Buthe2,19800001285
